games_idx,Date,Visiting Team,Visiting League,Home Team,Home League,Visiting Score,Home Score,V Start Pitcher ID,H Start Pitcher ID,Home Winner,V NetRuns,H NetRuns,V Runs Allowed,H Runs Allowed,Home Wins?,Prediction Correct?
15398,20160604,NYA,AL,BAL,AL,8,6,novai001,wilst004,False,2,-2,4.4,5.4,False,True
15399,20160604,TOR,AL,BOS,AL,4,6,strom001,wrigs001,True,-2,2,2.6,4.2,False,False
15400,20160604,KCA,AL,CLE,AL,1,7,kenni001,tomlj001,True,-6,6,3.6,5.4,False,False
15401,20160604,CHA,AL,DET,AL,4,7,salec001,pelfm001,True,-3,3,1.6,5.8,False,False
15402,20160604,OAK,AL,HOU,AL,5,6,gravk001,mchuc001,True,-1,1,6.4,3.8,True,True
15403,20160604,TBA,AL,MIN,AL,7,4,andrm001,sante001,False,3,-3,4.8,4.4,True,False
15404,20160604,SEA,AL,TEX,AL,4,10,karnn001,perem004,True,-6,6,3.0,4.2,False,False
15405,20160604,ARI,NL,CHN,NL,3,5,escoe002,hammj002,True,-2,2,999.0,2.8,True,True
15406,20160604,WAS,NL,CIN,NL,3,6,stras001,strad003,True,-3,3,1.6,4.8,False,False
15407,20160604,ATL,NL,LAN,NL,0,4,norrb001,kersc001,True,-4,4,5.2,1.4,True,True
15408,20160604,NYN,NL,MIA,NL,6,4,colob001,nicoj001,False,2,-2,3.8,5.2,False,True
15409,20160604,MIL,NL,PHI,NL,6,3,guerj003,hellj001,False,3,-3,999.0,4.2,True,False
15410,20160604,ANA,AL,PIT,NL,7,8,chacj001,lockj001,True,-1,1,5.4,4.4,True,True
15411,20160604,COL,NL,SDN,NL,3,4,bettc001,casha001,True,-1,1,5.2,3.6,True,True
15412,20160604,SFN,NL,SLN,NL,4,7,samaj001,wachm001,True,-3,3,2.2,6.6,False,False
15413,20160605,NYA,AL,BAL,AL,1,3,sabac001,gausk001,True,-2,2,2.8,4.2,False,False
15414,20160605,TOR,AL,BOS,AL,5,4,estrm001,rodre004,False,1,-1,3.8,4.2,False,True
15415,20160605,KCA,AL,CLE,AL,0,7,younc003,klubc001,True,-7,7,4.8,5.0,False,False
15416,20160605,CHA,AL,DET,AL,2,5,quinj001,verlj001,True,-3,3,1.4,3.6,False,False
15417,20160605,OAK,AL,HOU,AL,2,5,grays001,mccul002,True,-3,3,8.8,2.6,True,True
15418,20160605,TBA,AL,MIN,AL,7,5,smyld001,dufft001,False,2,-2,4.8,4.0,True,False
15419,20160605,SEA,AL,TEX,AL,2,3,iwakh001,holld003,True,-1,1,3.2,4.6,False,False
15420,20160605,ARI,NL,CHN,NL,3,2,corbp001,arrij001,False,1,-1,5.6,2.8,True,False
15421,20160605,WAS,NL,CIN,NL,10,9,roart001,moscj001,False,1,-1,4.2,999.0,False,True
15422,20160605,ATL,NL,LAN,NL,6,12,wislm001,kazms001,True,-6,6,2.0,2.8,False,False
15423,20160605,NYN,NL,MIA,NL,0,1,harvm001,fernj003,True,-1,1,5.0,1.6,True,True
15424,20160605,MIL,NL,PHI,NL,1,8,peraw001,nolaa001,True,-7,7,4.2,5.4,False,False
15425,20160605,ANA,AL,PIT,NL,5,4,santh001,coleg001,False,1,-1,4.4,4.0,True,False
15426,20160605,COL,NL,SDN,NL,10,3,grayj003,perdl002,False,7,-7,4.6,999.0,False,True
15427,20160605,SFN,NL,SLN,NL,3,6,peavj001,martc006,True,-3,3,6.6,6.6,True,True
15428,20160606,KCA,AL,BAL,AL,1,4,duffd001,wrigm001,True,-3,3,5.4,5.4,True,True
15429,20160606,TOR,AL,DET,AL,0,11,happj001,fulmm001,True,-11,11,2.6,999.0,False,False
15430,20160606,ANA,AL,NYA,AL,2,5,shoem001,tanam001,True,-3,3,5.4,4.4,True,True
15431,20160606,CLE,AL,SEA,AL,3,1,bauet001,paxtj001,False,2,-2,4.0,4.0,True,False
15432,20160606,HOU,AL,TEX,AL,5,6,fierm001,lewic001,True,-1,1,6.2,5.6,True,True
15433,20160606,TBA,AL,ARI,NL,6,4,archc001,ray-r002,False,2,-2,5.0,7.0,False,True
15434,20160606,COL,NL,LAN,NL,6,1,chatt001,bolsm001,False,5,-5,0.8,4.6,False,True
15435,20160606,CHN,NL,PHI,NL,6,4,lestj001,morga001,False,2,-2,2.4,5.2,False,True
15436,20160606,ATL,NL,SDN,NL,2,7,perew001,friec001,True,-5,5,3.2,7.2,False,False
15437,20160607,KCA,AL,BAL,AL,1,9,venty001,jimeu001,True,-8,8,4.8,6.2,False,False
15438,20160607,WAS,NL,CHA,AL,10,5,rossj002,latom001,False,5,-5,2.2,3.2,False,True
15439,20160607,TOR,AL,DET,AL,2,3,sanca006,boydm001,True,-1,1,3.0,5.0,False,False
15440,20160607,MIA,NL,MIN,AL,4,6,conla001,deanp001,True,-2,2,3.2,999.0,False,False
15441,20160607,ANA,AL,NYA,AL,3,6,huffd001,pinem001,True,-3,3,5.4,5.2,True,True
15442,20160607,CLE,AL,SEA,AL,1,7,andec002,milew001,True,-6,6,3.4,4.4,False,False
15443,20160607,HOU,AL,TEX,AL,3,4,keucd001,hamec001,True,-1,1,7.2,5.4,True,True
15444,20160607,TBA,AL,ARI,NL,0,5,moorm003,greiz001,True,-5,5,5.2,5.2,True,True
15445,20160607,SLN,NL,CIN,NL,6,7,leakm001,lambj002,True,-1,1,2.6,5.4,False,False
15446,20160607,COL,NL,LAN,NL,3,4,butle001,uriaj001,True,-1,1,5.2,999.0,False,False
15447,20160607,OAK,AL,MIL,NL,4,5,manas001,daviz001,True,-1,1,999.0,4.2,True,True
15448,20160607,CHN,NL,PHI,NL,2,3,hendk001,eickj001,True,-1,1,2.4,3.4,False,False
15449,20160607,NYN,NL,PIT,NL,1,3,matzs001,niesj001,True,-2,2,1.6,4.4,False,False
15450,20160607,NYN,NL,PIT,NL,1,3,degrj001,nicaj001,True,-2,2,3.0,4.0,False,False
15451,20160607,ATL,NL,SDN,NL,3,4,blaia001,rea-c001,True,-1,1,999.0,8.2,True,True
15452,20160607,BOS,AL,SFN,NL,5,3,porcr001,suara001,False,2,-2,6.6,999.0,False,True
15453,20160608,KCA,AL,BAL,AL,0,4,volqe001,tillc001,True,-4,4,5.2,2.2,True,True
15454,20160608,WAS,NL,CHA,AL,11,4,schem001,shiej002,False,7,-7,3.0,4.8,False,True
15455,20160608,TOR,AL,DET,AL,7,2,dickr001,zimmj003,False,5,-5,3.4,4.6,False,True
15456,20160608,MIA,NL,MIN,AL,5,7,chenw001,nolar001,True,-2,2,5.0,5.8,False,False
15457,20160608,ANA,AL,NYA,AL,6,12,weavj003,eovan001,True,-6,6,4.6,3.0,True,True
15458,20160608,CLE,AL,SEA,AL,0,5,carrc003,walkt004,True,-5,5,2.8,4.2,False,False
15459,20160608,HOU,AL,TEX,AL,3,1,fistd001,darvy001,False,2,-2,3.0,3.0,True,False
15460,20160608,TBA,AL,ARI,NL,6,3,odorj001,brada001,False,3,-3,3.6,4.2,False,True
15461,20160608,SLN,NL,CIN,NL,12,7,garcj004,simoa001,False,5,-5,4.6,6.0,False,True
15462,20160608,COL,NL,LAN,NL,1,0,rusic001,maedk001,False,1,-1,3.6,3.8,False,True
15463,20160608,OAK,AL,MIL,NL,0,4,hahnj001,andec001,True,-4,4,5.8,6.0,False,False
15464,20160608,CHN,NL,PHI,NL,8,1,lackj001,velav001,False,7,-7,4.8,3.2,True,False
15465,20160608,NYN,NL,PIT,NL,6,5,syndn001,tailj001,False,1,-1,1.8,999.0,False,True
15466,20160608,ATL,NL,SDN,NL,4,2,tehej001,pomed001,False,2,-2,3.8,1.8,True,False
15467,20160608,BOS,AL,SFN,NL,1,2,pricd001,bumgm001,True,-1,1,3.8,2.8,True,True
15468,20160609,WAS,NL,CHA,AL,1,3,gonzg003,gonzm003,True,-2,2,3.8,8.8,False,False
15469,20160609,MIA,NL,MIN,AL,10,3,koeht001,sante001,False,7,-7,5.8,5.2,True,False
15470,20160609,ANA,AL,NYA,AL,3,6,chacj001,novai001,True,-3,3,6.0,5.4,True,True
15471,20160609,CLE,AL,SEA,AL,5,3,tomlj001,karnn001,False,2,-2,3.0,4.4,False,True
15472,20160609,HOU,AL,TEX,AL,3,5,mchuc001,perem004,True,-2,2,6.2,2.8,True,True
15473,20160609,BAL,AL,TOR,AL,6,5,wilst004,strom001,False,1,-1,4.2,6.4,False,True
15474,20160609,SLN,NL,CIN,NL,3,2,waina001,finnb001,False,1,-1,5.8,9.6,False,True
15475,20160609,PIT,NL,COL,NL,5,11,lockj001,bettc001,True,-6,6,4.6,6.4,False,False
15476,20160609,NYN,NL,MIL,NL,5,2,colob001,nelsj004,False,3,-3,3.6,3.8,False,True
15477,20160610,CLE,AL,ANA,AL,6,2,klubc001,santh001,False,4,-4,3.4,6.2,False,True
15478,20160610,KCA,AL,CHA,AL,5,7,kenni001,salec001,True,-2,2,3.8,2.6,True,True
15479,20160610,BOS,AL,MIN,AL,8,1,wrigs001,dufft001,False,7,-7,2.4,5.2,False,True
15480,20160610,DET,AL,NYA,AL,0,4,pelfm001,sabac001,True,-4,4,4.2,3.0,True,True
15481,20160610,TEX,AL,SEA,AL,5,7,holld003,iwakh001,True,-2,2,4.2,6.0,False,False
15482,20160610,HOU,AL,TBA,AL,3,4,mccul002,andrm001,True,-1,1,5.2,3.6,True,True
15483,20160610,BAL,AL,TOR,AL,3,4,gausk001,estrm001,True,-1,1,3.4,2.2,True,True
15484,20160610,MIA,NL,ARI,NL,8,6,nicoj001,corbp001,False,2,-2,4.8,7.2,False,True
15485,20160610,CHN,NL,ATL,NL,1,5,hammj002,norrb001,True,-4,4,2.2,5.6,False,False
15486,20160610,OAK,AL,CIN,NL,1,2,grays001,desca001,True,-1,1,7.8,5.0,True,True
15487,20160610,SDN,NL,COL,NL,7,5,casha001,grayj003,False,2,-2,7.2,5.8,True,False
15488,20160610,NYN,NL,MIL,NL,2,1,harvm001,guerj003,False,1,-1,3.8,999.0,False,True
15489,20160610,SLN,NL,PIT,NL,9,3,wachm001,coleg001,False,6,-6,5.8,4.6,True,False
15490,20160610,LAN,NL,SFN,NL,3,2,kersc001,cuetj001,False,1,-1,1.4,2.6,False,True
15491,20160610,PHI,NL,WAS,NL,6,9,hellj001,stras001,True,-3,3,3.6,3.8,False,False
15492,20160611,CLE,AL,ANA,AL,3,4,bauet001,shoem001,True,-1,1,3.2,4.4,False,False
15493,20160611,KCA,AL,CHA,AL,4,1,duffd001,quinj001,False,3,-3,5.4,2.0,True,False
15494,20160611,BOS,AL,MIN,AL,15,4,rodre004,gibsk002,False,11,-11,4.2,4.4,False,True
15495,20160611,DET,AL,NYA,AL,6,1,verlj001,tanam001,False,5,-5,4.6,3.8,True,False
15496,20160611,TEX,AL,SEA,AL,2,1,lewic001,paxtj001,False,1,-1,3.0,3.0,True,False
15497,20160611,HOU,AL,TBA,AL,4,3,fierm001,archc001,False,1,-1,6.8,3.6,True,False
15498,20160611,BAL,AL,TOR,AL,6,11,wrigm001,happj001,True,-5,5,4.8,4.2,True,True
15499,20160611,MIA,NL,ARI,NL,3,5,fernj003,godlz001,True,-2,2,2.6,999.0,False,False
15500,20160611,CHN,NL,ATL,NL,8,2,arrij001,wislm001,False,6,-6,2.6,5.2,False,True
15501,20160611,OAK,AL,CIN,NL,1,2,mengd001,strad003,True,-1,1,999.0,4.4,True,True
15502,20160611,SDN,NL,COL,NL,3,5,johne003,chatt001,True,-2,2,5.0,5.2,False,False
15503,20160611,NYN,NL,MIL,NL,4,7,verrl001,peraw001,True,-3,3,999.0,6.8,True,True
15504,20160611,SLN,NL,PIT,NL,5,1,martc006,lirif001,False,4,-4,2.4,3.0,False,True
15505,20160611,LAN,NL,SFN,NL,4,5,kazms001,samaj001,True,-1,1,5.6,3.2,True,True
15506,20160611,PHI,NL,WAS,NL,0,8,nolaa001,roart001,True,-8,8,2.4,2.4,True,True
15507,20160612,CLE,AL,ANA,AL,8,3,salad001,huffd001,False,5,-5,3.2,7.6,False,True
15508,20160612,KCA,AL,CHA,AL,3,1,venty001,rodoc001,False,2,-2,5.4,4.6,True,False
15509,20160612,BOS,AL,MIN,AL,4,7,porcr001,deanp001,True,-3,3,7.2,999.0,False,False
15510,20160612,DET,AL,NYA,AL,4,1,fulmm001,pinem001,False,3,-3,3.8,4.6,False,True
15511,20160612,TEX,AL,SEA,AL,6,4,hamec001,milew001,False,2,-2,3.4,3.8,False,True
15512,20160612,HOU,AL,TBA,AL,0,5,keucd001,moorm003,True,-5,5,6.6,5.4,True,True
15513,20160612,BAL,AL,TOR,AL,9,10,jimeu001,sanca006,True,-1,1,6.0,3.8,True,True
15514,20160612,MIA,NL,ARI,NL,0,6,conla001,ray-r002,True,-6,6,4.0,7.8,False,False
15515,20160612,CHN,NL,ATL,NL,13,2,lestj001,gantj002,False,11,-11,2.6,999.0,False,True
15516,20160612,OAK,AL,CIN,NL,6,1,gravk001,lambj002,False,5,-5,7.2,4.6,True,False
15517,20160612,SDN,NL,COL,NL,1,2,friec001,andet002,True,-1,1,4.2,999.0,False,False
15518,20160612,NYN,NL,MIL,NL,3,5,matzs001,daviz001,True,-2,2,1.4,3.8,False,False
15519,20160612,SLN,NL,PIT,NL,8,3,leakm001,niesj001,False,5,-5,3.0,3.6,False,True
15520,20160612,LAN,NL,SFN,NL,1,2,uriaj001,peavj001,True,-1,1,999.0,5.0,True,True
15521,20160612,PHI,NL,WAS,NL,4,5,morga001,rossj002,True,-1,1,4.4,3.4,True,True
15522,20160613,MIN,AL,ANA,AL,9,4,nolar001,weavj003,False,5,-5,5.6,5.2,True,False
15523,20160613,DET,AL,CHA,AL,9,10,boydm001,shiej002,True,-1,1,8.8,6.4,True,True
15524,20160613,CLE,AL,KCA,AL,1,2,carrc003,volqe001,True,-1,1,3.2,2.4,True,True
15525,20160613,TEX,AL,OAK,AL,5,14,ramoc001,manas001,True,-9,9,4.0,4.0,True,True
15526,20160613,PHI,NL,TOR,AL,7,0,eickj001,dickr001,False,7,-7,5.6,5.8,False,True
15527,20160613,LAN,NL,ARI,NL,2,3,bolsm001,greiz001,True,-1,1,5.4,3.8,True,True
15528,20160613,CIN,NL,ATL,NL,9,8,wrigd003,blaia001,False,1,-1,999.0,5.0,True,False
15529,20160613,MIA,NL,SDN,NL,13,4,chenw001,rea-c001,False,9,-9,4.8,7.2,False,True
15530,20160613,MIL,NL,SFN,NL,5,11,andec001,cainm001,True,-6,6,4.6,6.4,False,False
15531,20160613,CHN,NL,WAS,NL,1,4,hendk001,schem001,True,-3,3,3.0,3.4,False,False
15532,20160614,MIN,AL,ANA,AL,4,5,sante001,chacj001,True,-1,1,4.0,4.0,True,True
15533,20160614,BAL,AL,BOS,AL,3,2,tillc001,pricd001,False,1,-1,3.4,5.6,False,True
15534,20160614,DET,AL,CHA,AL,11,8,zimmj003,gonzm003,False,3,-3,2.4,7.2,False,True
15535,20160614,CLE,AL,KCA,AL,2,3,tomlj001,younc003,True,-1,1,2.6,3.2,False,False
15536,20160614,TEX,AL,OAK,AL,10,6,perem004,surke001,False,4,-4,4.4,5.4,False,True
15537,20160614,SEA,AL,TBA,AL,7,8,walkt004,odorj001,True,-1,1,4.4,3.0,True,True
15538,20160614,PHI,NL,TOR,AL,3,11,efliz001,strom001,True,-8,8,999.0,7.2,True,True
15539,20160614,LAN,NL,ARI,NL,7,4,maedk001,brada001,False,3,-3,2.4,5.4,False,True
15540,20160614,CIN,NL,ATL,NL,3,1,finnb001,tehej001,False,2,-2,4.2,3.8,True,False
15541,20160614,NYA,AL,COL,NL,10,13,eovan001,delaj001,True,-3,3,3.6,7.2,False,False
15542,20160614,PIT,NL,NYN,NL,4,0,tailj001,degrj001,False,4,-4,999.0,3.6,True,False
15543,20160614,MIA,NL,SDN,NL,5,2,koeht001,pomed001,False,3,-3,5.8,1.6,True,False
15544,20160614,MIL,NL,SFN,NL,2,3,garzm001,bumgm001,True,-1,1,5.6,2.6,True,True
15545,20160614,HOU,AL,SLN,NL,5,2,fistd001,garcj004,False,3,-3,2.8,3.6,False,True
15546,20160614,CHN,NL,WAS,NL,4,3,lackj001,gonzg003,False,1,-1,3.8,5.2,False,True
15547,20160615,MIN,AL,ANA,AL,2,10,dufft001,santh001,True,-8,8,3.8,6.8,False,False
15548,20160615,BAL,AL,BOS,AL,4,6,gausk001,wrigs001,True,-2,2,2.8,4.6,False,False
15549,20160615,DET,AL,CHA,AL,3,5,pelfm001,salec001,True,-2,2,4.8,3.0,True,True
15550,20160615,CLE,AL,KCA,AL,4,9,klubc001,kenni001,True,-5,5,3.6,1.6,True,True
15551,20160615,TEX,AL,OAK,AL,7,5,holld003,grays001,False,2,-2,5.6,4.8,True,False
15552,20160615,SEA,AL,TBA,AL,2,3,karnn001,smyld001,True,-1,1,4.8,5.8,False,False
15553,20160615,LAN,NL,ARI,NL,3,2,kersc001,corbp001,False,1,-1,1.8,8.0,False,True
15554,20160615,CIN,NL,ATL,NL,8,9,desca001,norrb001,True,-1,1,3.8,4.4,False,False
15555,20160615,NYA,AL,COL,NL,3,6,novai001,bettc001,True,-3,3,4.8,6.4,False,False
15556,20160615,PIT,NL,NYN,NL,2,11,lockj001,syndn001,True,-9,9,5.2,3.8,True,True
15557,20160615,TOR,AL,PHI,NL,7,2,estrm001,hellj001,False,5,-5,3.8,3.6,True,False
15558,20160615,MIA,NL,SDN,NL,3,6,nicoj001,perdl002,True,-3,3,3.4,999.0,False,False
15559,20160615,MIL,NL,SFN,NL,1,10,nelsj004,cuetj001,True,-9,9,4.4,2.0,True,True
15560,20160615,HOU,AL,SLN,NL,4,1,mchuc001,waina001,False,3,-3,4.0,3.0,True,False
15561,20160615,CHN,NL,WAS,NL,4,5,hammj002,stras001,True,-1,1,3.0,4.0,False,False
15562,20160616,BAL,AL,BOS,AL,5,1,wilst004,rodre004,False,4,-4,3.6,5.0,False,True
15563,20160616,DET,AL,KCA,AL,10,4,verlj001,duffd001,False,6,-6,3.4,3.6,False,True
15564,20160616,NYA,AL,MIN,AL,4,1,sabac001,gibsk002,False,3,-3,2.6,6.2,False,True
15565,20160616,TEX,AL,OAK,AL,5,1,lewic001,mengd001,False,4,-4,2.6,999.0,False,True
15566,20160616,SEA,AL,TBA,AL,6,4,paxtj001,snelb001,False,2,-2,6.4,999.0,False,True
15567,20160616,CIN,NL,ATL,NL,2,7,strad003,wislm001,True,-5,5,4.6,6.4,False,False
15568,20160616,MIL,NL,LAN,NL,8,6,guerj003,kazms001,False,2,-2,999.0,3.2,True,False
15569,20160616,PIT,NL,NYN,NL,4,6,nicaj001,colob001,True,-2,2,5.6,3.2,True,True
15570,20160616,TOR,AL,PHI,NL,13,2,happj001,nolaa001,False,11,-11,4.2,4.8,False,True
15571,20160616,WAS,NL,SDN,NL,8,5,roart001,johne003,False,3,-3,4.8,5.0,False,True
15572,20160617,TOR,AL,BAL,AL,13,3,sanca006,wrigm001,False,10,-10,3.0,4.8,False,True
15573,20160617,SEA,AL,BOS,AL,8,4,iwakh001,eliar001,False,4,-4,3.0,4.6,False,True
15574,20160617,CHA,AL,CLE,AL,2,3,quinj001,bauet001,True,-1,1,2.2,4.6,False,False
15575,20160617,CIN,NL,HOU,AL,4,2,lambj002,mccul002,False,2,-2,7.2,2.6,True,False
15576,20160617,DET,AL,KCA,AL,3,10,fulmm001,venty001,True,-7,7,2.2,4.2,False,False
15577,20160617,NYA,AL,MIN,AL,8,2,tanam001,deanp001,False,6,-6,2.8,999.0,False,True
15578,20160617,ANA,AL,OAK,AL,2,3,shoem001,gravk001,True,-1,1,4.8,4.2,True,True
15579,20160617,SFN,NL,TBA,AL,5,1,samaj001,archc001,False,4,-4,3.0,3.4,False,True
15580,20160617,PIT,NL,CHN,NL,0,6,lirif001,arrij001,True,-6,6,6.4,3.0,True,True
15581,20160617,MIL,NL,LAN,NL,2,3,daviz001,uriaj001,True,-1,1,3.4,999.0,False,False
15582,20160617,COL,NL,MIA,NL,1,5,grayj003,conla001,True,-4,4,4.4,5.4,False,False
15583,20160617,ATL,NL,NYN,NL,5,1,gantj002,harvm001,False,4,-4,999.0,3.8,True,False
15584,20160617,ARI,NL,PHI,NL,10,2,ray-r002,morga001,False,8,-8,4.6,5.4,False,True
15585,20160617,WAS,NL,SDN,NL,7,5,rossj002,friec001,False,2,-2,3.0,6.4,False,True
15586,20160617,TEX,AL,SLN,NL,1,0,hamec001,wachm001,False,1,-1,4.0,6.8,False,True
15587,20160618,TOR,AL,BAL,AL,2,4,dickr001,gally001,True,-2,2,2.8,2.6,True,True
15588,20160618,SEA,AL,BOS,AL,2,6,sampa001,porcr001,True,-4,4,999.0,2.2,True,True
15589,20160618,CHA,AL,CLE,AL,2,13,shiej002,salad001,True,-11,11,5.4,1.8,True,True
15590,20160618,CIN,NL,HOU,AL,4,5,reedc002,keucd001,True,-1,1,999.0,4.2,True,True
15591,20160618,DET,AL,KCA,AL,5,16,boydm001,volqe001,True,-11,11,9.6,2.6,True,True
15592,20160618,NYA,AL,MIN,AL,7,6,pinem001,nolar001,False,1,-1,6.0,6.0,True,False
15593,20160618,ANA,AL,OAK,AL,7,1,linct001,triga001,False,6,-6,5.4,999.0,False,True
15594,20160618,SFN,NL,TBA,AL,6,4,suara001,moorm003,False,2,-2,999.0,5.0,True,False
15595,20160618,PIT,NL,CHN,NL,3,4,niesj001,lestj001,True,-1,1,4.4,2.6,True,True
15596,20160618,MIL,NL,LAN,NL,6,10,andec001,bolsm001,True,-4,4,5.4,4.2,True,True
15597,20160618,COL,NL,MIA,NL,6,9,chatt001,chenw001,True,-3,3,0.4,3.6,False,False
15598,20160618,ATL,NL,NYN,NL,4,3,blaia001,matzs001,False,1,-1,999.0,3.8,True,False
15599,20160618,ARI,NL,PHI,NL,4,1,greiz001,eickj001,False,3,-3,1.4,2.8,False,True
15600,20160618,WAS,NL,SDN,NL,3,7,schem001,rea-c001,True,-4,4,3.6,9.2,False,False
15601,20160618,TEX,AL,SLN,NL,4,3,martn002,martc006,False,1,-1,9.6,6.6,True,False
15602,20160619,TOR,AL,BAL,AL,6,11,strom001,tillc001,True,-5,5,3.2,2.0,True,True
15603,20160619,SEA,AL,BOS,AL,1,2,walkt004,pricd001,True,-1,1,5.4,3.8,True,True
15604,20160619,CHA,AL,CLE,AL,2,3,rodoc001,carrc003,True,-1,1,7.4,4.6,True,True
15605,20160619,CIN,NL,HOU,AL,0,6,finnb001,fierm001,True,-6,6,2.8,2.8,True,True
15606,20160619,DET,AL,KCA,AL,1,2,zimmj003,younc003,True,-1,1,3.6,2.4,True,True
15607,20160619,NYA,AL,MIN,AL,4,7,eovan001,sante001,True,-3,3,6.0,6.6,False,False
15608,20160619,ANA,AL,OAK,AL,2,0,weavj003,surke001,False,2,-2,5.8,6.8,False,True
15609,20160619,SFN,NL,TBA,AL,5,1,peavj001,odorj001,False,4,-4,5.8,4.2,True,False
15610,20160619,PIT,NL,CHN,NL,5,10,tailj001,hendk001,True,-5,5,999.0,3.0,True,True
15611,20160619,MIL,NL,LAN,NL,1,2,garzm001,maedk001,True,-1,1,4.8,3.8,True,True
15612,20160619,COL,NL,MIA,NL,0,3,andet002,koeht001,True,-3,3,999.0,4.2,True,True
15613,20160619,ATL,NL,NYN,NL,6,0,tehej001,degrj001,False,6,-6,3.0,4.0,False,True
15614,20160619,ARI,NL,PHI,NL,5,1,brada001,efliz001,False,4,-4,6.0,999.0,False,True
15615,20160619,WAS,NL,SDN,NL,3,6,gonzg003,pomed001,True,-3,3,3.8,2.2,True,True
15616,20160619,TEX,AL,SLN,NL,5,4,perem004,leakm001,False,1,-1,5.0,4.4,True,False
15617,20160620,CHA,AL,BOS,AL,3,1,gonzm003,wrigs001,False,2,-2,4.8,4.4,True,False
15618,20160620,TBA,AL,CLE,AL,4,7,smyld001,tomlj001,True,-3,3,5.6,4.6,True,True
15619,20160620,SEA,AL,DET,AL,7,8,karnn001,pelfm001,True,-1,1,4.0,5.0,False,False
15620,20160620,ANA,AL,HOU,AL,7,10,chacj001,fistd001,True,-3,3,6.6,3.2,True,True
15621,20160620,BAL,AL,TEX,AL,3,4,gausk001,holld003,True,-1,1,3.6,4.4,False,False
15622,20160620,SLN,NL,CHN,NL,3,2,garcj004,lackj001,False,1,-1,5.2,2.6,True,False
15623,20160620,WAS,NL,LAN,NL,1,4,petiy001,kersc001,True,-3,3,4.6,0.2,True,True
15624,20160620,COL,NL,MIA,NL,5,3,delaj001,clemp002,False,2,-2,4.4,999.0,False,True
15625,20160620,ARI,NL,PHI,NL,3,1,mills001,hellj001,False,2,-2,6.0,4.2,True,False
15626,20160620,SFN,NL,PIT,NL,0,1,bumgm001,lockj001,True,-1,1,2.8,5.4,False,False
15627,20160621,SDN,NL,BAL,AL,10,7,perdl002,wilst004,False,3,-3,999.0,6.2,True,False
15628,20160621,CHA,AL,BOS,AL,3,1,salec001,buchc001,False,2,-2,3.0,5.8,False,True
15629,20160621,TBA,AL,CLE,AL,0,6,snelb001,klubc001,True,-6,6,999.0,3.8,True,True
15630,20160621,SEA,AL,DET,AL,2,4,paxtj001,verlj001,True,-2,2,6.2,3.6,True,True
15631,20160621,ANA,AL,HOU,AL,2,3,santh001,mchuc001,True,-1,1,5.2,3.8,True,True
15632,20160621,PHI,NL,MIN,AL,10,14,nolaa001,dufft001,True,-4,4,3.6,6.6,False,False
15633,20160621,COL,NL,NYA,AL,8,4,bettc001,novai001,False,4,-4,4.8,4.0,True,False
15634,20160621,MIL,NL,OAK,AL,3,5,nelsj004,grays001,True,-2,2,5.6,6.0,False,False
15635,20160621,CIN,NL,TEX,AL,8,2,desca001,lewic001,False,6,-6,5.6,5.8,False,True
15636,20160621,ARI,NL,TOR,AL,4,2,corbp001,estrm001,False,2,-2,5.4,2.8,True,False
15637,20160621,SLN,NL,CHN,NL,4,3,waina001,hammj002,False,1,-1,4.8,2.6,True,False
15638,20160621,WAS,NL,LAN,NL,2,3,roart001,kazms001,True,-1,1,4.4,4.4,True,True
15639,20160621,ATL,NL,MIA,NL,3,2,norrb001,fernj003,False,1,-1,5.6,1.4,True,False
15640,20160621,KCA,AL,NYN,NL,1,2,kenni001,colob001,True,-1,1,5.0,3.8,True,True
15641,20160621,SFN,NL,PIT,NL,15,4,cuetj001,boscw001,False,11,-11,2.6,999.0,False,True
15642,20160622,SDN,NL,BAL,AL,2,7,johne003,jimeu001,True,-5,5,4.0,5.0,False,False
15643,20160622,CHA,AL,BOS,AL,8,6,quinj001,rodre004,False,2,-2,2.2,4.4,False,True
15644,20160622,TBA,AL,CLE,AL,1,6,archc001,bauet001,True,-5,5,5.4,4.2,True,True
15645,20160622,SEA,AL,DET,AL,1,5,iwakh001,fulmm001,True,-4,4,3.4,999.0,False,False
15646,20160622,ANA,AL,HOU,AL,2,3,shoem001,mccul002,True,-1,1,5.2,2.8,True,True
15647,20160622,PHI,NL,MIN,AL,5,6,morga001,gibsk002,True,-1,1,4.0,6.2,False,False
15648,20160622,COL,NL,NYA,AL,8,9,grayj003,sabac001,True,-1,1,5.0,2.0,True,True
15649,20160622,MIL,NL,OAK,AL,4,2,guerj003,mengd001,False,2,-2,999.0,999.0,True,False
15650,20160622,CIN,NL,TEX,AL,4,6,strad003,hamec001,True,-2,2,5.2,5.4,False,False
15651,20160622,ARI,NL,TOR,AL,2,5,ray-r002,happj001,True,-3,3,5.0,5.0,True,True
15652,20160622,SLN,NL,CHN,NL,7,2,wachm001,arrij001,False,5,-5,5.2,2.6,True,False
15653,20160622,WAS,NL,LAN,NL,3,4,rossj002,uriaj001,True,-1,1,3.8,999.0,False,False
15654,20160622,ATL,NL,MIA,NL,0,3,gantj002,conla001,True,-3,3,999.0,4.2,True,True
15655,20160622,KCA,AL,NYN,NL,3,4,duffd001,syndn001,True,-1,1,5.0,3.6,True,True
